Date,Parish,Latitude,Longitude,PM2.5
2021/12,BayouPlaquemine,30.287,-91.2423,8.2816
2021/1,Chalmette,29.9336,-89.9636,6.04
2021/2,Chalmette,29.9336,-89.9636,7
2021/3,Chalmette,29.9336,-89.9636,7.02
2021/4,Chalmette,29.9336,-89.9636,7
2021/5,Chalmette,29.9336,-89.9636,7.58
2021/6,Chalmette,29.9336,-89.9636,8.48
2021/7,Chalmette,29.9336,-89.9636,8.6
2021/8,Chalmette,29.9336,-89.9636,10.02
2021/9,Chalmette,29.9336,-89.9636,10.15
2021/10,Chalmette,29.9336,-89.9636,5.6
2021/11,Chalmette,29.9336,-89.9636,6.54
2021/12,Chalmette,29.9336,-89.9636,6.62
2021/1,Geismer,30.1797,-90.9789,6.990909091
2021/2,Geismer,30.1797,-90.9789,6.977777778
2021/3,Geismer,30.1797,-90.9789,7.39
2021/4,Geismer,30.1797,-90.9789,6.51
2021/5,Geismer,30.1797,-90.9789,6.91
2021/6,Geismer,30.1797,-90.9789,6.6
2021/7,Geismer,30.1797,-90.9789,8.02
2021/8,Geismer,30.1797,-90.9789,10.1125
2021/9,Geismer,30.1797,-90.9789,8.783333333
2021/10,Geismer,30.1797,-90.9789,8.16
2021/11,Geismer,30.1797,-90.9789,9.83
2021/12,Geismer,30.1797,-90.9789,6.411111111
2021/1,Hammond,30.5044,-90.4615,6.009090909
2021/2,Hammond,30.5044,-90.4615,5.9875
2021/3,Hammond,30.5044,-90.4615,6.744444444
2021/4,Hammond,30.5044,-90.4615,6.2375
2021/5,Hammond,30.5044,-90.4615,6.31
2021/6,Hammond,30.5044,-90.4615,6.655555556
2021/7,Hammond,30.5044,-90.4615,7.02
2021/8,Hammond,30.5044,-90.4615,10.1
2021/9,Hammond,30.5044,-90.4615,9.95
2021/10,Hammond,30.5044,-90.4615,12.65714286
2021/11,Hammond,30.5044,-90.4615,8.363636364
2021/12,Hammond,30.5044,-90.4615,6.56
2021/1,Houma,29.5958,-90.7195,5.8
2021/2,Houma,29.5958,-90.7195,5.722222222
2021/3,Houma,29.5958,-90.7195,6.285714286
2021/4,Houma,29.5958,-90.7195,6.383333333
2021/5,Houma,29.5958,-90.7195,7.027272727
2021/6,Houma,29.5958,-90.7195,5.771428571
2021/7,Houma,29.5958,-90.7195,7.21
2021/8,Houma,29.5958,-90.7195,9.1125
2021/9,Houma,29.5958,-90.7195,5.483333333
2021/10,Houma,29.5958,-90.7195,7.781818182
2021/11,Houma,29.5958,-90.7195,8.95
2021/12,Houma,29.5958,-90.7195,5.77
2021/1,Kenner,30.0101,-90.2549,5.76
2021/2,Kenner,30.0101,-90.2549,6.28
2021/3,Kenner,30.0101,-90.2549,6
2021/4,Kenner,30.0101,-90.2549,7.14
2021/5,Kenner,30.0101,-90.2549,6.52
2021/6,Kenner,30.0101,-90.2549,7.12
2021/7,Kenner,30.0101,-90.2549,7.78
2021/8,Kenner,30.0101,-90.2549,9.06
2021/9,Kenner,30.0101,-90.2549,6.25
2021/10,Kenner,30.0101,-90.2549,7.666666667
2021/11,Kenner,30.0101,-90.2549,6.62
2021/12,Kenner,30.0101,-90.2549,5.28
2021/1,Lafayette,30.2033,-92.0295,7.781818182
2021/2,Lafayette,30.2033,-92.0295,7.355555556
2021/3,Lafayette,30.2033,-92.0295,7.16
2021/4,Lafayette,30.2033,-92.0295,7.04
2021/5,Lafayette,30.2033,-92.0295,6.709090909
2021/6,Lafayette,30.2033,-92.0295,6.5
2021/7,Lafayette,30.2033,-92.0295,7.75
2021/8,Lafayette,30.2033,-92.0295,9.09
2021/9,Lafayette,30.2033,-92.0295,7.25
2021/10,Lafayette,30.2033,-92.0295,7.636363636
2021/11,Lafayette,30.2033,-92.0295,10.51
2021/12,Lafayette,30.2033,-92.0295,6.36
2021/1,LakeCharles,30.195,-93.2333,7.554545455
2021/2,LakeCharles,30.195,-93.2333,6.144444444
2021/3,LakeCharles,30.195,-93.2333,7.811111111
2021/4,LakeCharles,30.195,-93.2333,6.36
2021/5,LakeCharles,30.195,-93.2333,7.045454545
2021/6,LakeCharles,30.195,-93.2333,7.088888889
2021/7,LakeCharles,30.195,-93.2333,8.2
2021/8,LakeCharles,30.195,-93.2333,10.61111111
2021/9,LakeCharles,30.195,-93.2333,7.425
2021/10,LakeCharles,30.195,-93.2333,7.418181818
2021/11,LakeCharles,30.195,-93.2333,8.51
2021/12,LakeCharles,30.195,-93.2333,5.825
2021/1,Marrero,29.8994,-90.1004,7.008333333
2021/2,Marrero,29.8994,-90.1004,6.222222222
2021/3,Marrero,29.8994,-90.1004,7.072727273
2021/4,Marrero,29.8994,-90.1004,6.181818182
2021/5,Marrero,29.8994,-90.1004,7.027272727
2021/6,Marrero,29.8994,-90.1004,6.9
2021/7,Marrero,29.8994,-90.1004,7.58
2021/8,Marrero,29.8994,-90.1004,10.25454545
2021/9,Marrero,29.8994,-90.1004,4.914285714
2021/10,Marrero,29.8994,-90.1004,7.118181818
2021/11,Marrero,29.8994,-90.1004,8.44
2021/12,Marrero,29.8994,-90.1004,4.9
2021/1,Monroe,32.5093,-92.1193,5.454545455
2021/2,Monroe,32.5093,-92.1193,7.177777778
2021/3,Monroe,32.5093,-92.1193,6.257142857
2021/4,Monroe,32.5093,-92.1193,6.377777778
2021/5,Monroe,32.5093,-92.1193,6.672727273
2021/6,Monroe,32.5093,-92.1193,7.51
2021/7,Monroe,32.5093,-92.1193,11.58888889
2021/8,Monroe,32.5093,-92.1193,7.83
2021/9,Monroe,32.5093,-92.1193,8.88
2021/10,Monroe,32.5093,-92.1193,6.83
2021/11,Monroe,32.5093,-92.1193,6.944444444
2021/12,Monroe,32.5093,-92.1193,7.1
2021/1,PortAllen,30.4474,-91.2082,7.338709677
2021/2,PortAllen,30.4474,-91.2082,7.978571429
2021/3,PortAllen,30.4474,-91.2082,8.112903226
2021/4,PortAllen,30.4474,-91.2082,8.14137931
2021/5,PortAllen,30.4474,-91.2082,7.464516129
2021/6,PortAllen,30.4474,-91.2082,8.186666667
2021/7,PortAllen,30.4474,-91.2082,9.966666667
2021/8,PortAllen,30.4474,-91.2082,10.81724138
2021/9,PortAllen,30.4474,-91.2082,9.410714286
2021/10,PortAllen,30.4474,-91.2082,9.907407407
2021/11,PortAllen,30.4474,-91.2082,9.39
2021/12,PortAllen,30.4474,-91.2082,8.766666667
2021/1,Shreveport,32.4465,-93.8256,5.890909091
2021/2,Shreveport,32.4465,-93.8256,8.655555556
2021/3,Shreveport,32.4465,-93.8256,8.93
2021/4,Shreveport,32.4465,-93.8256,8.77
2021/5,Shreveport,32.4465,-93.8256,8.154545455
2021/6,Shreveport,32.4465,-93.8256,10.57
2021/7,Shreveport,32.4465,-93.8256,12.9
2021/8,Shreveport,32.4465,-93.8256,10.6
2021/9,Shreveport,32.4465,-93.8256,9.5
2021/10,Shreveport,32.4465,-93.8256,9.545454545
2021/11,Shreveport,32.4465,-93.8256,9.84
2021/12,Shreveport,32.4465,-93.8256,8.61
2021/1,Vinton,30.1986,-93.5708,4.981818182
2021/2,Vinton,30.1986,-93.5708,7.955555556
2021/3,Vinton,30.1986,-93.5708,7.33
2021/4,Vinton,30.1986,-93.5708,7.25
2021/5,Vinton,30.1986,-93.5708,7.118181818
2021/6,Vinton,30.1986,-93.5708,6.72
2021/7,Vinton,30.1986,-93.5708,9.01
2021/8,Vinton,30.1986,-93.5708,8.471428571
2021/9,Vinton,30.1986,-93.5708,4.133333333
2021/10,Vinton,30.1986,-93.5708,6.463636364
2021/11,Vinton,30.1986,-93.5708,7.52
2021/12,Vinton,30.1986,-93.5708,4.385714286
